"province_code","province_th","district_code","district_th"
"61","อุทัยธานี","6105","หนองขาหย่าง"
"61","อุทัยธานี","6106","บ้านไร่"
"61","อุทัยธานี","6107","ลานสัก"
"61","อุทัยธานี","6108","ห้วยคต"
"62","กำแพงเพชร","6201","เมืองกำแพงเพชร"
"62","กำแพงเพชร","6202","ไทรงาม"
"62","กำแพงเพชร","6203","คลองลาน"
"62","กำแพงเพชร","6204","ขาณุวรลักษบุรี"
"62","กำแพงเพชร","6205","คลองขลุง"
"62","กำแพงเพชร","6206","พรานกระต่าย"
"62","กำแพงเพชร","6207","ลานกระบือ"
"62","กำแพงเพชร","6208","ทรายทองวัฒนา"
"62","กำแพงเพชร","6209","ปางศิลาทอง"
"62","กำแพงเพชร","6210","บึงสามัคคี"
"62","กำแพงเพชร","6211","โกสัมพีนคร"
"63","ตาก","6301","เมืองตาก"
"63","ตาก","6302","บ้านตาก"
"63","ตาก","6303","สามเงา"
"63","ตาก","6304","แม่ระมาด"
"63","ตาก","6305","ท่าสองยาง"
"63","ตาก","6306","แม่สอด"
"63","ตาก","6307","พบพระ"
"63","ตาก","6308","อุ้มผาง"
"63","ตาก","6309","วังเจ้า"
"64","สุโขทัย","6401","เมืองสุโขทัย"
"64","สุโขทัย","6402","บ้านด่านลานหอย"
"64","สุโขทัย","6403","คีรีมาศ"
"64","สุโขทัย","6404","กงไกรลาศ"
"64","สุโขทัย","6405","ศรีสัชนาลัย"
"64","สุโขทัย","6406","ศรีสำโรง"
"64","สุโขทัย","6407","สวรรคโลก"
"64","สุโขทัย","6408","ศรีนคร"
"64","สุโขทัย","6409","ทุ่งเสลี่ยม"
"65","พิษณุโลก","6501","เมืองพิษณุโลก"
"65","พิษณุโลก","6502","นครไทย"
"65","พิษณุโลก","6503","ชาติตระการ"
"65","พิษณุโลก","6504","บางระกำ"
"65","พิษณุโลก","6505","บางกระทุ่ม"
"65","พิษณุโลก","6506","พรหมพิราม"
"65","พิษณุโลก","6507","วัดโบสถ์"
"65","พิษณุโลก","6508","วังทอง"
"65","พิษณุโลก","6509","เนินมะปราง"
"66","พิจิตร","6601","เมืองพิจิตร"
"66","พิจิตร","6602","วังทรายพูน"
"66","พิจิตร","6603","โพธิ์ประทับช้าง"
"66","พิจิตร","6604","ตะพานหิน"
"66","พิจิตร","6605","บางมูลนาก"
"66","พิจิตร","6606","โพทะเล"
"66","พิจิตร","6607","สามง่าม"
"66","พิจิตร","6608","ทับคล้อ"
"66","พิจิตร","6609","สากเหล็ก"
"66","พิจิตร","6610","บึงนาราง"
"66","พิจิตร","6611","ดงเจริญ"
"66","พิจิตร","6612","วชิรบารมี"
"67","เพชรบูรณ์","6701","เมืองเพชรบูรณ์"
"67","เพชรบูรณ์","6702","ชนแดน"
"67","เพชรบูรณ์","6703","หล่มสัก"
"67","เพชรบูรณ์","6704","หล่มเก่า"
"67","เพชรบูรณ์","6705","วิเชียรบุรี"
"67","เพชรบูรณ์","6706","ศรีเทพ"
"67","เพชรบูรณ์","6707","หนองไผ่"
"67","เพชรบูรณ์","6708","บึงสามพัน"
"67","เพชรบูรณ์","6709","น้ำหนาว"
"67","เพชรบูรณ์","6710","วังโป่ง"
"67","เพชรบูรณ์","6711","เขาค้อ"
"70","ราชบุรี","7001","เมืองราชบุรี"
"70","ราชบุรี","7002","จอมบึง"
"70","ราชบุรี","7003","สวนผึ้ง"
"70","ราชบุรี","7004","ดำเนินสะดวก"
"70","ราชบุรี","7005","บ้านโป่ง"
"70","ราชบุรี","7006","บางแพ"
"70","ราชบุรี","7007","โพธาราม"
"70","ราชบุรี","7008","ปากท่อ"
"70","ราชบุรี","7009","วัดเพลง"
"70","ราชบุรี","7010","บ้านคา"
"71","กาญจนบุรี","7101","เมืองกาญจนบุรี"
"71","กาญจนบุรี","7102","ไทรโยค"
"71","กาญจนบุรี","7103","บ่อพลอย"
"71","กาญจนบุรี","7104","ศรีสวัสดิ์"
"71","กาญจนบุรี","7105","ท่ามะกา"
"71","กาญจนบุรี","7106","ท่าม่วง"
"71","กาญจนบุรี","7107","ทองผาภูมิ"
"71","กาญจนบุรี","7108","สังขละบุรี"
"71","กาญจนบุรี","7109","พนมทวน"
"71","กาญจนบุรี","7110","เลาขวัญ"
"71","กาญจนบุรี","7111","ด่านมะขามเตี้ย"
"71","กาญจนบุรี","7112","หนองปรือ"
"71","กาญจนบุรี","7113","ห้วยกระเจา"
"72","สุพรรณบุรี","7201","เมืองสุพรรณบุรี"
"72","สุพรรณบุรี","7202","เดิมบางนางบวช"
"72","สุพรรณบุรี","7203","ด่านช้าง"
"72","สุพรรณบุรี","7204","บางปลาม้า"
"72","สุพรรณบุรี","7205","ศรีประจันต์"
"72","สุพรรณบุรี","7206","ดอนเจดีย์"
"72","สุพรรณบุรี","7207","สองพี่น้อง"
"72","สุพรรณบุรี","7208","สามชุก"
"72","สุพรรณบุรี","7209","อู่ทอง"
"72","สุพรรณบุรี","7210","หนองหญ้าไซ"
"73","นครปฐม","7301","เมืองนครปฐม"
"73","นครปฐม","7302","กำแพงแสน"
"73","นครปฐม","7303","นครชัยศรี"
"73","นครปฐม","7304","ดอนตูม"
"73","นครปฐม","7305","บางเลน"
"73","นครปฐม","7306","สามพราน"
"73","นครปฐม","7307","พุทธมณฑล"
"74","สมุทรสาคร","7401","เมืองสมุทรสาคร"
"74","สมุทรสาคร","7402","กระทุ่มแบน"
"74","สมุทรสาคร","7403","บ้านแพ้ว"
"75","สมุทรสงคราม","7501","เมืองสมุทรสงคราม"
"75","สมุทรสงคราม","7502","บางคนที"
"75","สมุทรสงคราม","7503","อัมพวา"
"76","เพชรบุรี","7601","เมืองเพชรบุรี"
"76","เพชรบุรี","7602","เขาย้อย"
"76","เพชรบุรี","7603","หนองหญ้าปล้อง"
"76","เพชรบุรี","7604","ชะอำ"
"76","เพชรบุรี","7605","ท่ายาง"
"76","เพชรบุรี","7606","บ้านลาด"
"76","เพชรบุรี","7607","บ้านแหลม"
"76","เพชรบุรี","7608","แก่งกระจาน"
"77","ประจวบคีรีขันธ์","7701","เมืองประจวบคีรีขันธ์"
"77","ประจวบคีรีขันธ์","7702","กุยบุรี"
"77","ประจวบคีรีขันธ์","7703","ทับสะแก"
"77","ประจวบคีรีขันธ์","7704","บางสะพาน"
"77","ประจวบคีรีขันธ์","7705","บางสะพานน้อย"
"77","ประจวบคีรีขันธ์","7706","ปราณบุรี"
"77","ประจวบคีรีขันธ์","7707","หัวหิน"
"77","ประจวบคีรีขันธ์","7708","สามร้อยยอด"
"80","นครศรีธรรมราช","8001","เมืองนครศรีธรรมราช"
"80","นครศรีธรรมราช","8002","พรหมคีรี"
"80","นครศรีธรรมราช","8003","ลานสกา"
"80","นครศรีธรรมราช","8004","ฉวาง"
"80","นครศรีธรรมราช","8005","พิปูน"
"80","นครศรีธรรมราช","8006","เชียรใหญ่"
"80","นครศรีธรรมราช","8007","ชะอวด"
"80","นครศรีธรรมราช","8008","ท่าศาลา"
"80","นครศรีธรรมราช","8009","ทุ่งสง"
"80","นครศรีธรรมราช","8010","นาบอน"
"80","นครศรีธรรมราช","8011","ทุ่งใหญ่"
"80","นครศรีธรรมราช","8012","ปากพนัง"
"80","นครศรีธรรมราช","8013","ร่อนพิบูลย์"
"80","นครศรีธรรมราช","8014","สิชล"
"80","นครศรีธรรมราช","8015","ขนอม"
"80","นครศรีธรรมราช","8016","หัวไทร"
"80","นครศรีธรรมราช","8017","บางขัน"
"80","นครศรีธรรมราช","8018","ถ้ำพรรณรา"
"80","นครศรีธรรมราช","8019","จุฬาภรณ์"
"80","นครศรีธรรมราช","8020","พระพรหม"
"80","นครศรีธรรมราช","8021","นบพิตำ"
"80","นครศรีธรรมราช","8022","ช้างกลาง"
"80","นครศรีธรรมราช","8023","เฉลิมพระเกียรติ"
"81","กระบี่","8101","เมืองกระบี่"
"81","กระบี่","8102","เขาพนม"
"81","กระบี่","8103","เกาะลันตา"
"81","กระบี่","8104","คลองท่อม"
"81","กระบี่","8105","อ่าวลึก"
"81","กระบี่","8106","ปลายพระยา"
"81","กระบี่","8107","ลำทับ"
"81","กระบี่","8108","เหนือคลอง"
"82","พังงา","8201","เมืองพังงา"
"82","พังงา","8202","เกาะยาว"
"82","พังงา","8203","กะปง"
"82","พังงา","8204","ตะกั่วทุ่ง"
"82","พังงา","8205","ตะกั่วป่า"
"82","พังงา","8206","คุระบุรี"
"82","พังงา","8207","ทับปุด"
"82","พังงา","8208","ท้ายเหมือง"
"83","ภูเก็ต","8301","เมืองภูเก็ต"
"83","ภูเก็ต","8302","กะทู้"
"83","ภูเก็ต","8303","ถลาง"
"84","สุราษฎร์ธานี","8401","เมืองสุราษฎร์ธานี"
"84","สุราษฎร์ธานี","8402","กาญจนดิษฐ์"
"84","สุราษฎร์ธานี","8403","ดอนสัก"
"84","สุราษฎร์ธานี","8404","เกาะสมุย"
"84","สุราษฎร์ธานี","8405","เกาะพะงัน"
"84","สุราษฎร์ธานี","8406","ไชยา"
"84","สุราษฎร์ธานี","8407","ท่าชนะ"
"84","สุราษฎร์ธานี","8408","คีรีรัฐนิคม"
"84","สุราษฎร์ธานี","8409","บ้านตาขุน"
"84","สุราษฎร์ธานี","8410","พนม"
"84","สุราษฎร์ธานี","8411","ท่าฉาง"
"84","สุราษฎร์ธานี","8412","บ้านนาสาร"
"84","สุราษฎร์ธานี","8413","บ้านนาเดิม"
"84","สุราษฎร์ธานี","8414","เคียนซา"
"84","สุราษฎร์ธานี","8415","เวียงสระ"
"84","สุราษฎร์ธานี","8416","พระแสง"
"84","สุราษฎร์ธานี","8417","พุนพิน"
"84","สุราษฎร์ธานี","8418","ชัยบุรี"
"84","สุราษฎร์ธานี","8419","วิภาวดี"
"85","ระนอง","8501","เมืองระนอง"
"85","ระนอง","8502","ละอุ่น"
"85","ระนอง","8503","กะเปอร์"
"85","ระนอง","8504","กระบุรี"
"85","ระนอง","8505","สุขสำราญ"
"86","ชุมพร","8601","เมืองชุมพร"
"86","ชุมพร","8602","ท่าแซะ"
"86","ชุมพร","8603","ปะทิว"
"86","ชุมพร","8604","หลังสวน"
"86","ชุมพร","8605","ละแม"
"86","ชุมพร","8606","พะโต๊ะ"
"86","ชุมพร","8607","สวี"
"86","ชุมพร","8608","ทุ่งตะโก"
"90","สงขลา","9001","เมืองสงขลา"
"90","สงขลา","9002","สทิงพระ"
"90","สงขลา","9003","จะนะ"
"90","สงขลา","9004","นาทวี"
"90","สงขลา","9005","เทพา"
"90","สงขลา","9006","สะบ้าย้อย"
"90","สงขลา","9007","ระโนด"
"90","สงขลา","9008","กระแสสินธุ์"
"90","สงขลา","9009","รัตภูมิ"
"90","สงขลา","9010","สะเดา"
"90","สงขลา","9011","หาดใหญ่"
"90","สงขลา","9012","นาหม่อม"
"90","สงขลา","9013","ควนเนียง"
"90","สงขลา","9014","บางกล่ำ"
"90","สงขลา","9015","สิงหนคร"
"90","สงขลา","9016","คลองหอยโข่ง"
"91","สตูล","9101","เมืองสตูล"
"91","สตูล","9102","ควนโดน"
"91","สตูล","9103","ควนกาหลง"
"91","สตูล","9104","ท่าแพ"
"91","สตูล","9105","ละงู"
"91","สตูล","9106","ทุ่งหว้า"
"91","สตูล","9107","มะนัง"
"92","ตรัง","9201","เมืองตรัง"
"92","ตรัง","9202","กันตัง"
"92","ตรัง","9203","ย่านตาขาว"
"92","ตรัง","9204","ปะเหลียน"
"92","ตรัง","9205","สิเกา"
"92","ตรัง","9206","ห้วยยอด"
"92","ตรัง","9207","วังวิเศษ"
"92","ตรัง","9208","นาโยง"
"92","ตรัง","9209","รัษฎา"
"92","ตรัง","9210","หาดสำราญ"
"93","พัทลุง","9301","เมืองพัทลุง"
"93","พัทลุง","9302","กงหรา"
"93","พัทลุง","9303","เขาชัยสน"
"93","พัทลุง","9304","ตะโหมด"
"93","พัทลุง","9305","ควนขนุน"
"93","พัทลุง","9306","ปากพะยูน"
"93","พัทลุง","9307","ศรีบรรพต"
"93","พัทลุง","9308","ป่าบอน"
"93","พัทลุง","9309","บางแก้ว"
"93","พัทลุง","9310","ป่าพะยอม"
"93","พัทลุง","9311","ศรีนครินทร์"
"94","ปัตตานี","9401","เมืองปัตตานี"
"94","ปัตตานี","9402","โคกโพธิ์"
"94","ปัตตานี","9403","หนองจิก"
"94","ปัตตานี","9404","ปะนาเระ"
"94","ปัตตานี","9405","มายอ"
"94","ปัตตานี","9406","ทุ่งยางแดง"
"94","ปัตตานี","9407","สายบุรี"
"94","ปัตตานี","9408","ไม้แก่น"
"94","ปัตตานี","9409","ยะหริ่ง"
"94","ปัตตานี","9410","ยะรัง"
"94","ปัตตานี","9411","กะพ้อ"
"94","ปัตตานี","9412","แม่ลาน"
"95","ยะลา","9501","เมืองยะลา"
"95","ยะลา","9502","เบตง"
"95","ยะลา","9503","บันนังสตา"
"95","ยะลา","9504","ธารโต"
"95","ยะลา","9505","ยะหา"
"95","ยะลา","9506","รามัน"
"95","ยะลา","9507","กาบัง"
"95","ยะลา","9508","กรงปินัง"
"96","นราธิวาส","9601","เมืองนราธิวาส"
"96","นราธิวาส","9602","ตากใบ"
"96","นราธิวาส","9603","บาเจาะ"
"96","นราธิวาส","9604","ยี่งอ"
"96","นราธิวาส","9605","ระแงะ"
"96","นราธิวาส","9606","รือเสาะ"
"96","นราธิวาส","9607","ศรีสาคร"
"96","นราธิวาส","9608","แว้ง"
"96","นราธิวาส","9609","สุคิริน"
"96","นราธิวาส","9610","สุไหงโก-ลก"
"96","นราธิวาส","9611","สุไหงปาดี"
"96","นราธิวาส","9612","จะแนะ"
"96","นราธิวาส","9613","เจาะไอร้อง"
